lemma,POS,freq
Konferenz,NN,272699
installieren,VVINF,270989
Quote,NN,270456
hoffen,VVINF,270179
Status,NN,270015
Formel,NN,269991
Logo,NN,269942
ISBN,NN,269228
Kuh,NN,269092
Suchmaschine,NN,268710
Hardware,NN,268655
süß,ADJA,268421
Metall,NN,268159
Grundschule,NN,267619
passen,VVINF,267501
kümmern,VVINF,267010
Islam,NN,266992
hinein,PTKVZ,265503
Chor,NN,265469
weich,ADJA,265385
weh,ADJD,265039
Smartphone,NN,264968
scharf,ADJA,264863
Engel,NN,264706
knapp,ADJA,263833
Blüte,NN,263758
dick,ADJD,263460
Sorte,NN,262899
Neubau,NN,262298
Werkstatt,NN,261828
Kopie,NN,259685
Kiste,NN,259102
Organ,NN,258684
präsentieren,VVINF,258591
ganz,ADJD,258522
woran,PWAV,258387
schlafen,VVINF,258361
Pass,NN,258271
Gitarre,NN,258032
Empfang,NN,257732
trinken,VVINF,257729
Stellungnahme,NN,257296
feiern,VVINF,256981
einander,PRF,256651
dauern,VVINF,256259
Schatz,NN,256255
Rückkehr,NN,255774
Stichwort,NN,255542
Resultat,NN,255482
Senat,NN,255283
Board,NN,254204
enorm,ADJD,254041
exakt,ADJD,253981
Mord,NN,253646
Motorrad,NN,253592
Leid,NN,253097
zufolge,APPO,252915
Investor,NN,252765
Studiengang,NN,252756
Tausend,NN,252572
Küste,NN,252499
Norm,NN,252270
prima,ADJA,252106
drin,PTKVZ,252076
sterben,VVINF,252071
gratis,ADJD,252016
Humor,NN,251941
doppelt,ADJA,251790
Akademie,NN,251676
Pkw,NN,251125
fein,ADJD,250723
spontan,ADJD,250673
Interessent,NN,250186
Schlaf,NN,250047
böse,ADJD,250041
Fokus,NN,249669
Leib,NN,249592
Handwerk,NN,249573
grau,ADJA,249016
Moderator,NN,248723
scharf,ADJD,248050
Impuls,NN,247604
cool,ADJA,247594
tot,ADJA,247541
Wolke,NN,247398
wofür,PWAV,246906
dumm,ADJA,246817
Droge,NN,246228
Böse,NN,246154
dünn,ADJA,245795
Kleid,NN,245299
Zoll,NN,244630
Lampe,NN,244094
Katastrophe,NN,243919
sein,VVINF,243787
fliegen,VVINF,243707
reich,ADJD,243175
still,ADJD,242871
runter,PTKVZ,242674
Kette,NN,242121
Route,NN,241785
Front,NN,241688
Feature,NN,241417
beziehungsweise,KON,241412
auseinander,PTKVZ,241123
Windows,NN,241049
Jesu,NN,240496
Flucht,NN,240318
schlagen,VVINF,240120
Laune,NN,239983
Chemie,NN,239637
Ehre,NN,239532
stärken,VVINF,239189
ehe,KOUS,239158
Breite,NN,239078
Hut,NN,238761
Kurve,NN,238483
West,NN,236592
qm,NN,236103
Tendenz,NN,235963
Bundeswehr,NN,235515
Nazi,NN,235398
bundesweit,ADJD,234796
Lippe,NN,234690
hübsch,ADJA,234435
Landtag,NN,234206
stabil,ADJD,234002
Interessierte,NN,233901
Premiere,NN,233520
reagieren,VVINF,233263
Favorit,NN,233234
Kohle,NN,232655
Support,NN,232562
glatt,ADJD,232213
Bundesliga,NN,232160
werfen,VVINF,232083
Fett,NN,231339
Duft,NN,231196
fair,ADJA,231055
Demo,NN,231036
Lizenz,NN,230946
Grab,NN,230820
Treppe,NN,230743
öfters,ADV,230468
streng,ADJA,230000
Kerl,NN,230000
grob,ADJA,229819
zwischendurch,ADV,229597
Balkon,NN,229551
Muss,NN,229363
samt,APPR,229189
anstatt,APPR,229034
Kanton,NN,228557
Schwert,NN,228486
Provinz,NN,228053
Notebook,NN,227119
Kumpel,NN,227079
Sturm,NN,227041
Kugel,NN,226926
dorthin,ADV,226522
Distanz,NN,226439
Monitor,NN,226244
Fotografie,NN,226240
spüren,VVINF,225813
Tempel,NN,225651
süß,ADJD,225467
Air,NN,225277
Nord,NN,224813
Bit,NN,224779
blöd,ADJA,224655
Live,NN,224420
Lücke,NN,223854
Flügel,NN,223727
Recherche,NN,223498
Welpe,NN,223468
statt,KOUI,223193
Hütte,NN,222978
Allgemeine,NN,222963
zweitens,ADV,222870
Bogen,NN,222791
Rohstoff,NN,222650
wünschen,VVINF,222202
bloß,ADJA,222097
Menschenrecht,NN,221543
fehlen,VVINF,221473
teilen,VVINF,220723
müde,ADJD,220650
Obst,NN,220580
Chaos,NN,220492
Armut,NN,220344
Wettkampf,NN,219678
Fax,NN,219211
Milliarden,NN,219137
Ministerpräsident,NN,219012
korrekt,ADJA,218667
Frühling,NN,217965
Datenschutz,NN,217930
Zelt,NN,217887
Apfel,NN,217793
Hitze,NN,217770
Finanz,NN,217630
Terrasse,NN,217280
Performance,NN,216661
wirksam,ADJD,216474
DSL,NN,216219
Pilot,NN,215839
Muskel,NN,215712
Ferien,NN,215680
Handbuch,NN,215566
doof,ADJD,215440
Fotograf,NN,215377
drehen,VVINF,215063
oben,PTKVZ,214410
innen,ADJD,214351
blau,ADJD,213930
herum,APZR,213368
Modus,NN,213359
liefern,VVINF,213352
Flüchtling,NN,213208
Feedback,NN,213146
klären,VVINF,212835
Möbel,NN,212641
fair,ADJD,212621
Altstadt,NN,212252
streng,ADJD,212102
Protokoll,NN,212099
Apotheke,NN,212074
Sponsor,NN,211975
Bilanz,NN,211902
zurecht,PTKVZ,211826
lachen,VVINF,211589
Müll,NN,211497
anstatt,KOUI,211465
Tafel,NN,211343
schuld,ADJD,211339
Decke,NN,211300
Bitte,NN,211018
unter,PTKVZ,210827
Sünde,NN,209711
Direktor,NN,209644
hängen,VVINF,209544
Diplom,NN,209533
Broschüre,NN,209492
haben,VVINF,209244
Spaziergang,NN,209094
Wohl,NN,208966
keinesfalls,ADV,208930
Stock,NN,208821
Villa,NN,208696
Laptop,NN,208682
Alte,NN,208414
entgegen,APPR,207877
Pflanze,NN,207626
Topf,NN,207369
gleichermaßen,ADV,207112
Rätsel,NN,206970
Kongress,NN,206962
Können,NN,206541
seltsam,ADJA,205500
Pfad,NN,205201
Account,NN,204811
intelligent,ADJA,204361
Regie,NN,203830
Hauptsache,NN,203528
Stamm,NN,203470
reduzieren,VVINF,203359
Leiden,NN,203190
Gleiche,NN,203092
Episode,NN,202930
Zone,NN,202740
akzeptieren,VVINF,201860
vielfach,ADV,201782
fassen,VVINF,201734
leiden,VVINF,201624
Hölle,NN,201483
Jury,NN,201065
Kid,NN,200969
posten,VVINF,200922
Friedhof,NN,200852
Label,NN,199952
Papa,NN,199942
Schaf,NN,199612
unterhalb,APPR,199393
Löwe,NN,199284
Stall,NN,198888
OP,NN,198824
Chip,NN,198795
Wohnen,NN,198768
Miete,NN,198553
bilden,VVINF,198371
weich,ADJD,198316
laut,ADJA,198095
wieviele,PWS,197980
Lächeln,NN,197481
Konsole,NN,197343
zugunsten,APPR,196870
bunt,ADJD,196855
Labor,NN,196670
Sachverhalt,NN,196441
LED,NN,196423
krank,ADJA,196329
Folie,NN,196277
USB,NN,195995
wachsen,VVINF,195693
messen,VVINF,195674
Track,NN,195515
Produzent,NN,195135
brauchen,VVINF,194990
Match,NN,194842
Jagd,NN,194811
Gramm,NN,194569
effizient,ADJA,194373
Höhle,NN,194182
weis,PTKVZ,193926
Fremde,NN,193851
Pirat,NN,193824
grob,ADJD,193100
Laufen,NN,192984
Weiß,NN,192938
Franke,NN,192871
Pool,NN,192711
braun,ADJA,192117
Letztere,NN,192077
wovon,PWAV,191580
Hit,NN,191250
Gipfel,NN,190846
Budget,NN,190778
Winkel,NN,190742
wirksam,ADJA,190724
seltsam,ADJD,190555
Brille,NN,190540
Rose,NN,190384
Übrige,NN,190324
reichen,VVINF,190035
kühl,ADJA,189982
Objektiv,NN,189973
weitaus,ADV,189921
Psychologie,NN,189046
Hundert,NN,188977
solide,ADJA,188963
Kraut,NN,188901
Prognose,NN,188816
steigern,VVINF,188547
wild,ADJD,188300
registrieren,VVINF,187797
flach,ADJA,187755
Oma,NN,187676
Bad,NN,187271
Feiertag,NN,187230
Streifen,NN,187117
still,ADJA,186958
Kulisse,NN,186457
Heim,NN,186299
Baustelle,NN,186225
Kartoffel,NN,186106
Jazz,NN,185968
Wunde,NN,185523
Kühlschrank,NN,185452
Wesentliche,NN,185340
Fülle,NN,185213
Helm,NN,185084
Brett,NN,185035
Franzose,NN,184843
steigen,VVINF,184289
Café,NN,183585
Sack,NN,183553
Börse,NN,183497
gucken,VVINF,183488
Magen,NN,183467
Award,NN,182903
merken,VVINF,182710
Reiz,NN,182594
dicht,ADJA,182530
Mythos,NN,182479
Würde,NN,182469
Fonds,NN,181946
Port,NN,181756
Plakat,NN,181571
dünn,ADJD,181361
stecken,VVINF,181344
Bug,NN,181268
DJ,NN,181226
Watt,NN,181082
investieren,VVINF,180710
trennen,VVINF,180698
zuzüglich,APPR,180583
Kürze,NN,180262
Faden,NN,180054
töten,VVINF,179332
Kälte,NN,178536
realisieren,VVINF,178531
Grundgesetz,NN,178380
Schlange,NN,178231
heran,PTKVZ,178166
konzentrieren,VVINF,178120
arg,ADJD,178104
singen,VVINF,177998
schlau,ADJD,177908
Referent,NN,177803
Wut,NN,177630
Missbrauch,NN,177604
Dusche,NN,177204
Differenz,NN,177017
sanft,ADJA,176945
Hass,NN,176916
Haufe,NN,176290
Bundesrat,NN,176230
Standpunkt,NN,176122
Tank,NN,176005
Frequenz,NN,175877
Dom,NN,175807
Prophet,NN,175635
Bass,NN,175541
Supermarkt,NN,175529
Kante,NN,175449
Nationalpark,NN,175214
Fachleute,NN,175014
Smiley,NN,174791
CDs,NN,174754
elegant,ADJA,174730
halbwegs,ADV,174682
Gras,NN,174540
Strich,NN,174526
Brand,NN,174398
Reichweite,NN,174282
drücken,VVINF,173552
Sehnsucht,NN,173258
frei,PTKVZ,172983
treu,ADJD,172803
oberhalb,APPR,172714
kontrollieren,VVINF,172086
Mahlzeit,NN,171922
pur,ADJD,171713
Staub,NN,171680
infolge,APPR,171396
Kranke,NN,171376
Segen,NN,171199
Diabetes,NN,170873
Kompromiss,NN,170785
jenseits,APPR,170637
schief,ADJD,170547
stimmen,VVINF,170503
Wüste,NN,170452
Schrank,NN,170003
langsam,ADJA,169871
Ostsee,NN,169698
Mod,NN,169524
profitieren,VVINF,169509
probieren,VVINF,169417
Posting,NN,169354
wonach,PWAV,169240
Sensor,NN,169123
insoweit,ADV,169028
Patch,NN,168884
Junior,NN,168872
Laie,NN,168841
Kunststoff,NN,168672
Referat,NN,168450
Kontinent,NN,168404
Fell,NN,168020
Melodie,NN,167987
Rhythmus,NN,167661
Hase,NN,167601
akut,ADJA,167305
inmitten,APPR,167210
fett,ADJA,167111
Komfort,NN,167086
bitten,VVINF,167018
Rückstand,NN,167003
organisieren,VVINF,166917
Fakt,NN,166775
effizient,ADJD,166674
Huhn,NN,166478
Krone,NN,166154
greifen,VVINF,166136
Ostern,NN,166042
Allergie,NN,165707
leise,ADJA,165689
Maske,NN,165484
Teich,NN,165315
rege,ADJA,165172
Pro,NN,164955
Pech,NN,164818
jahrelang,ADJD,164756
anstelle,APPR,164672
Transparenz,NN,164434
Arena,NN,164364
größtenteils,ADV,164244
Halt,NN,163986
Käse,NN,163759
Index,NN,163751
Akt,NN,163622
Kunstwerk,NN,163528
sanft,ADJD,163446
Deckel,NN,163355
separat,ADJA,162581
Tagebuch,NN,162212
Leiche,NN,162054
Schlacht,NN,161926
Säule,NN,161817
lieben,VVINF,161791
Horizont,NN,161711
Dreck,NN,161318
unten,PTKVZ,161175
Wolf,NN,160949
Kilo,NN,160912
klasse,ADJA,160879
Salat,NN,160872
Rücksicht,NN,160684
inwieweit,ADV,160670
Ensemble,NN,160669
wach,ADJD,160580
permanent,ADJD,160570
Posten,NN,160419
Theologie,NN,160224
Gabe,NN,160155
Fachkraft,NN,159868
extra,ADJA,159645
Eisen,NN,159256
Lehrkraft,NN,159149
Fassade,NN,159089
pur,ADJA,159063
Chat,NN,158988
WLAN,NN,158890
links,ADJA,158816
Hast,NN,158734
Naturschutz,NN,158539
Spielzeug,NN,158279
seiten,APPR,158278
Schau,NN,158261
Stille,NN,158096
Phantasie,NN,157882
Rückseite,NN,157787
Kerze,NN,157778
High,NN,157716
Straftat,NN,157680
Intelligenz,NN,157641
Kapitän,NN,157619
Gnade,NN,157331
hierzulande,ADV,157324
Onkel,NN,157323
Fahne,NN,157231
Toilette,NN,157054
Diesel,NN,156970
Alt,NN,156303
Blitz,NN,156213
Münze,NN,156152
voran,PTKVZ,156069
Bruch,NN,155920
Alp,NN,155811
Teppich,NN,155798
Kontrast,NN,155778
Sparkasse,NN,155574
äußern,VVINF,155548
bundesweit,ADJA,155419
Rohr,NN,155277
Konkurrent,NN,155037
Drama,NN,155010
Akzeptanz,NN,154918
Lady,NN,154913
entlang,APPO,154832
speichern,VVINF,154726
richten,VVINF,154548
studieren,VVINF,154368
Sportart,NN,154276
planen,VVINF,154085
Mönch,NN,153820
Notfall,NN,153758
Hügel,NN,153613
sechst,ADJA,153547
Comic,NN,153398
soeben,ADV,153226
Magie,NN,153020
Jacke,NN,152903
kriegen,VVINF,152870
Nagel,NN,152809
CPU,NN,152624
Sektor,NN,152594
festgelegt,ADJA,152492
Gleichgewicht,NN,152349
Dutzend,NN,152270
Tropfen,NN,152248
Ferne,NN,152240
Paradies,NN,151913
Kamerad,NN,151832
wunderschön,ADJD,151820
Ex,NN,151695
froh,ADJA,151639
Elite,NN,150961
Release,NN,150866
Richtige,NN,150684
Leinwand,NN,150541
Diät,NN,150492
daheim,ADV,150422
bevor,PTKVZ,150383
schätzen,VVINF,150365
Fachhochschule,NN,150295
senden,VVINF,150101
Süd,NN,150100
Gunst,NN,150069
gefangen,PTKVZ,149838
üben,VVINF,149801
ambulant,ADJA,149756
woanders,ADV,149528
Instanz,NN,149523
Schalk,NN,149265
Lack,NN,149180
Rabatt,NN,148989
Fund,NN,148944
Defizit,NN,148939
Wurf,NN,148929
rum,ADV,148855
Tunnel,NN,148724
Bucht,NN,148643
Pfeil,NN,148370
Flamme,NN,148293
Zaun,NN,148132
Epoche,NN,147948
Schokolade,NN,147944
Zwang,NN,147848
Lektüre,NN,147805
Nebel,NN,147787
Creme,NN,147684
Pilz,NN,147658
Zwerg,NN,147601
Shop,NN,147569
hübsch,ADJD,147564
Volumen,NN,147368
Bach,NN,147351
schick,ADJD,147122
Zigarette,NN,147052
weiterhelfen,VVINF,147038
Arsch,NN,146668
permanent,ADJA,146647
Landrat,NN,146501
Mühle,NN,146474
explizit,ADJD,146423
treten,VVINF,146355
Client,NN,146206
Justiz,NN,146205
Bonus,NN,145921
je,KOUS,145904
Kai,NN,145854
nebst,APPR,145789
Achse,NN,145714
trainieren,VVINF,145674
Onlineshop,NN,145592
Filiale,NN,145536
Schmuck,NN,145469
wiederholen,VVINF,145323
Stolz,NN,145206
Jährig,NN,144868
feucht,ADJA,144849
Ofen,NN,144781
Großstadt,NN,144577
mithilfe,APPR,144551
Pixel,NN,144430
Hauptbahnhof,NN,144412
Model,NN,144409
Zwiebel,NN,144377
kompakt,ADJA,144323
Freie,NN,144321
Tasse,NN,144195
Fürst,NN,144172
Resonanz,NN,144136
Ambiente,NN,144085
Los,NN,143857
Reserve,NN,143814
produzieren,VVINF,143748
Heilige,NN,143696
Finanzamt,NN,143663
nirgends,ADV,143485
Bauwerk,NN,143323
Torwart,NN,143238
Fitness,NN,143195
Charme,NN,143092
eigens,ADV,142537
ehemals,ADV,142504
WC,NN,142316
integrieren,VVINF,142144
Lärm,NN,142097
Coach,NN,141970
Lok,NN,141656
allenfalls,ADV,141644
buchen,VVINF,141627
Schöne,NN,141417
schießen,VVINF,141223
blind,ADJD,141212
drinnen,ADV,141164
ran,PTKVZ,141028
Mechanismus,NN,141001
Atem,NN,140976
Arzneimittel,NN,140928
schick,ADJA,140798
Schlauch,NN,140787
schenken,VVINF,140176
seinerzeit,ADV,140051
Taxi,NN,140032
flach,ADJD,139936
Knopf,NN,139904
Kapelle,NN,139736
glatt,ADJA,139657
Zoo,NN,139617
Sauna,NN,139594
aktivieren,VVINF,139467
Käfig,NN,139260
Felge,NN,139060
stolz,ADJA,139003
laden,VVINF,138944
Allianz,NN,138917
hilfreich,ADJA,138914
Präsenz,NN,138890
Layout,NN,138789
recht,ADJA,138746
treu,ADJA,138743
Russe,NN,138173
Hang,NN,138050
Schiene,NN,138026
allesamt,ADV,137845
Vampir,NN,137836
Sofa,NN,137681
Extra,NN,137605
satt,ADJD,137335
Lexikon,NN,137221
wiederholt,ADJD,137136
Audio,NN,136779
Haken,NN,136747
gen,APPR,136717
Prozessor,NN,136600
Tante,NN,136409
Schreibtisch,NN,136389
fett,ADJD,136368
gegenüber,APPO,136223
relevant,ADJD,136087
Philosoph,NN,136075
zart,ADJA,136068
Felsen,NN,135936
Cookie,NN,135882
Marathon,NN,135837
Brunnen,NN,135799
arm,ADJD,135732
Dankeschön,NN,135553
kühl,ADJD,135536
Tuch,NN,135385
indes,ADV,135384
Kneipe,NN,135223
konsequent,ADJA,135196
fern,ADJA,135009
Dämon,NN,134990
Terror,NN,134966
Plus,NN,134886
Wohlbefinden,NN,134334
Wohnort,NN,134294
Tumor,NN,133754
Faust,NN,133663
mobil,ADJD,133630
nieder,PTKVZ,133513
Kommando,NN,133204
steil,ADJA,132806
senken,VVINF,132701
Moderne,NN,132657
treiben,VVINF,132561
souverän,ADJD,132502
Rundfunk,NN,132371
Wirkstoff,NN,132347
nirgendwo,ADV,132307
Lebewesen,NN,132183
Ideologie,NN,132096
Stirn,NN,131935
Psychotherapie,NN,131782
Wahnsinn,NN,131727
klicken,VVINF,131639
Hürde,NN,131476
Nahrungsmittel,NN,131339
Harmonie,NN,131320
Zweite,NN,131189
Cup,NN,131021
Bock,NN,130932
Pille,NN,130845
steuern,VVINF,130558
Wahlkampf,NN,130088
krass,ADJD,130063
Review,NN,130024
Glanz,NN,129579
Akzent,NN,129569
Orden,NN,129514
Patent,NN,129456
Trinken,NN,129093
Zettel,NN,129051
Schale,NN,128973
Same,NN,128838
Trikot,NN,128826
Türke,NN,128808
Kraftwerk,NN,128765
Dozent,NN,128761
Sattel,NN,128307
Camp,NN,128182
zählen,VVINF,128153
Rückgang,NN,127752
Lehrgang,NN,127620
Hz,NN,127501
Therapeut,NN,127436
finanzieren,VVINF,127311
binnen,APPR,127093
Güte,NN,126980
präsent,ADJD,126959
Schweigen,NN,126743
Mehl,NN,126661
Saft,NN,126647
Stadtwerk,NN,126628
fremd,ADJD,126515
Rucksack,NN,126183
Luxus,NN,126180
kompetent,ADJD,126100
Export,NN,125919
Luke,NN,125883
Duell,NN,125754
stören,VVINF,125682
zivil,ADJA,125652
Kostüm,NN,125608
Suppe,NN,125431
identifizieren,VVINF,125403
Crew,NN,125189
Gaststätte,NN,125044
letztens,ADV,125027
prominent,ADJA,124828
meinen,VVINF,124737
konstant,ADJD,124656
Palette,NN,124514
mild,ADJA,124345
worum,PWAV,124207
Teig,NN,124088
Graf,NN,123795
happy,ADJD,123788
Wild,NN,123730
grau,ADJD,123658
Boy,NN,123639
Reis,NN,123548
Knoten,NN,123440
Gleis,NN,123391
Wirken,NN,123298
Effizienz,NN,123210
Ast,NN,122974
Variable,NN,122855
reisen,VVINF,122838
exzellent,ADJA,122802
regelrecht,ADJD,122691
Flecken,NN,122598
Diskurs,NN,122476
dermaßen,ADV,122318
acht,ADJA,122237
Drehbuch,NN,122132
Ventil,NN,121993
springen,VVINF,121925
Chinese,NN,121753
schaden,VVINF,121741
Honig,NN,121678
Immunsystem,NN,121606
indirekt,ADJD,121578
halt,PTKVZ,121421
Yoga,NN,121264
zahlreich,ADJD,121244
Fahren,NN,121167
Wohlstand,NN,121124
Mini,NN,121071
Stahl,NN,121024
Grieche,NN,120936
Ratte,NN,120890
online,ADJA,120861
Attacke,NN,120840
Blau,NN,120754
zeitgleich,ADJD,120737
Pizza,NN,120714
Referenz,NN,120708
gründen,VVINF,120582
kochen,VVINF,120570
Pfund,NN,120526
außerhalb,ADV,120353
Duo,NN,120295
Tomate,NN,120281
Rind,NN,119878
füllen,VVINF,119847
Bauen,NN,119624
Wurst,NN,119597
Sauerstoff,NN,119529
Gift,NN,119511
Schwimmen,NN,119486
personenbezogen,ADJA,119480
Gläubige,NN,119453
mangels,APPR,119443
Metropole,NN,119324
schlicht,ADJA,118989
fix,ADJD,118987
File,NN,118982
Seil,NN,118966
Boss,NN,118911
Taste,NN,118910
Bike,NN,118900
Prinz,NN,118873
Stange,NN,118628
Screenshot,NN,118449
faul,ADJD,118431
Etappe,NN,118392
definieren,VVINF,118373
desweiteren,ADV,118260
smart,ADJD,118235
Stift,NN,118182
Desktop,NN,118089
Karton,NN,118075
pflegen,VVINF,117995
Biene,NN,117922
willen,APPO,117832
festhalten,VVINF,117672
blind,ADJA,117615
Wurm,NN,117603
rundum,ADV,117376
komplex,ADJD,117355
Insekt,NN,117224
Riss,NN,117080
Regime,NN,117058
Jahrtausend,NN,116978
Shirt,NN,116800
Rückblick,NN,116788
Sozialismus,NN,116784
Hemd,NN,116782
Schock,NN,116767
raten,VVINF,116728
nass,ADJD,116591
Orgel,NN,116566
Bob,NN,116532
exakt,ADJA,116280
Agent,NN,116242
Fragebogen,NN,116233
elegant,ADJD,116221
hinterher,PTKVZ,116134
Klamotte,NN,116066
brav,ADJD,115982
Gastronomie,NN,115908
Spam,NN,115874
Organisator,NN,115805
präzise,ADJD,115769
Coaching,NN,115725
Fantasie,NN,115714
Part,NN,115489
nackt,ADJA,115455
zweit,ADJD,115435
Punk,NN,115372
Sachverständige,NN,115352
Fähre,NN,115267
mühsam,ADJD,115215
stoppen,VVINF,115213
jahrelang,ADJA,115204
scheiß,ADJA,115165
Agenda,NN,115055
modern,ADJD,114952
Kuss,NN,114777
Pumpe,NN,114688
Balance,NN,114664
Rakete,NN,114649
Kleinkind,NN,114442
wundern,VVINF,114398
Psychologe,NN,114168
Hirn,NN,114161
Schrecken,NN,114119
Heil,NN,114002
Nest,NN,113994
wahrnehmen,VVINF,113939
herunter,PTKVZ,113816
Wohnhaus,NN,113757
Blues,NN,113748
Doppel,NN,113250
intern,ADJD,113197
präzise,ADJA,113131
Haltestelle,NN,112945
wider,APPR,112741
klappen,VVINF,112606
Notiz,NN,112505
Takt,NN,112433
Zwischenzeit,NN,112255
Freistoß,NN,112242
KG,NN,112214
Kabine,NN,112197
Style,NN,112164
Riese,NN,112040
Sturz,NN,111942
rechtfertigen,VVINF,111921
Sterben,NN,111873
Schlagwort,NN,111845
innerhalb,ADJD,111818
zwecks,APPR,111763
defekt,ADJD,111674
Mehrwert,NN,111501
transparent,ADJD,111426
davon,PTKVZ,111415
Ami,NN,111371
Zweig,NN,111323
Attribut,NN,111269
rasch,ADJA,111261
Stab,NN,111245
Handschuh,NN,111160
Mantel,NN,110850
Komödie,NN,110848
Taufe,NN,110800
tauschen,VVINF,110752
Photo,NN,110723
circa,ADV,110573
Predigt,NN,110559
kopieren,VVINF,110380
Draht,NN,110342
Lunge,NN,110300
Atom,NN,110222
klug,ADJA,110177
Rücktritt,NN,110161
Wäsche,NN,110053
Schwarze,NN,110046
ähnlich,APPR,110041
Klient,NN,109992
wegen,APPO,109915
Französisch,NN,109797
Straßenverkehr,NN,109514
orientieren,VVINF,109414
Flanke,NN,109392
Lupe,NN,109374
Leine,NN,109248
Halbfinale,NN,109055
Korn,NN,109043
Darlehen,NN,109039
klug,ADJD,108958
kennenlernen,VVINF,108861
Biologie,NN,108843
Spielplatz,NN,108820
Moor,NN,108801
Rasen,NN,108708
steil,ADJD,108647
Eiweiß,NN,108628
packen,VVINF,108568
Szenario,NN,108558
schlichtweg,ADV,108510
Speed,NN,108503
Niere,NN,108461
spitz,ADJA,108377
Tankstelle,NN,108276
Brauch,NN,108273
Opa,NN,108172
braun,ADJD,108097
Neustadt,NN,108073
Aktuelle,NN,107999
Guide,NN,107898
Langeweile,NN,107824
Nationalsozialismus,NN,107752
Chart,NN,107655
wiederholt,ADJA,107453
Trost,NN,107352
wagen,VVINF,107350
Report,NN,107240
weitergehen,VVINF,107178
Pastor,NN,107142
Privatperson,NN,106961
Ost,NN,106898
Blödsinn,NN,106755
wohnen,VVINF,106646
Eisenbahn,NN,106593
Quatsch,NN,106531
Stich,NN,106357
Krimi,NN,106350
rufen,VVINF,106325
Ozean,NN,106284
nass,ADJA,106232
Bande,NN,106227
landen,VVINF,106065
Tun,NN,106062
Scheitern,NN,106041
Mindestlohn,NN,106015
Funk,NN,105961
robust,ADJA,105928
regeln,VVINF,105921
dato,ADV,105921
Campus,NN,105894
ha,NN,105797
Rendite,NN,105775
Hormon,NN,105734
Pfanne,NN,105732
reif,ADJA,105715
Feuerwerk,NN,105678
aufrecht,PTKVZ,105610
spontan,ADJA,105281
Scheiße,NN,105268
Liebling,NN,105261
Stick,NN,105173
Opus,NN,105028
Schwanz,NN,104995
schweigen,VVINF,104964
außer,KOUS,104940
Diebstahl,NN,104809
Affe,NN,104769
Wehr,NN,104725
inne,PTKVZ,104645
Sklave,NN,104599
sogleich,ADV,104481
Rekord,NN,104441
siebt,ADJA,104341
fortan,ADV,104250
rüber,PTKVZ,104157
Icon,NN,104035
süddeutsch,ADJA,104025
Import,NN,104024
silbern,ADJA,103831
Sau,NN,103809
Rache,NN,103773
Zyklus,NN,103743
Flair,NN,103723
korrigieren,VVINF,103606
Darm,NN,103593
derweil,ADV,103540
Mars,NN,103475
Sahne,NN,103464
Pack,NN,103435
schieben,VVINF,103266
Bachelor,NN,103249
defekt,ADJA,103222
plus,KON,103142
momentan,ADJA,103134
Weib,NN,103127
transparent,ADJA,103096
brechen,VVINF,103064
Lord,NN,103029
Ruine,NN,102604
intelligent,ADJD,102594
Socke,NN,102586
Waschmaschine,NN,102502
Ironie,NN,102463
heiraten,VVINF,102434
Wanderweg,NN,102287
Fluch,NN,102287
trotzdem,KOUS,102228
Schwachsinn,NN,102193
Wirt,NN,102169
Glocke,NN,102151
Airline,NN,102090
Ampel,NN,101878
gleichwohl,ADV,101833
Würfel,NN,101818
Medaille,NN,101695
satt,ADJA,101564
hinweg,PTKVZ,101555
Haben,NN,101494
Spalte,NN,101464
Lehrstuhl,NN,101436
Suite,NN,101219
Grill,NN,101197
Editor,NN,101177
engagieren,VVINF,101167
wenngleich,KOUS,101129
fortgeschritten,ADJA,101116
Sucht,NN,101015
Treue,NN,100936
leiten,VVINF,100856
Realschule,NN,100847
Wange,NN,100844
Lebenslauf,NN,100758
Deck,NN,100729
Pop,NN,100431
Palast,NN,100426
Wandern,NN,100363
Pony,NN,100230
dargestellt,ADJA,100176
Biographie,NN,100151
Kreislauf,NN,99924
Dose,NN,99909
Mobiltelefon,NN,99840
Gasse,NN,99823
Idiot,NN,99737
Hall,NN,99469
Maul,NN,99346
Meile,NN,99244
Subjekt,NN,99196
ihrerseits,ADV,99100
Weltbild,NN,99020
schneiden,VVINF,99017
Neuling,NN,98959
Fahrgast,NN,98924
Grün,NN,98879
Schwimmbad,NN,98802
Hebel,NN,98769
Mandat,NN,98768
not,PTKVZ,98758
Brite,NN,98698
Hausaufgabe,NN,98621
Schirm,NN,98575
festlegen,VVINF,98564
golden,ADJD,98550
Schwarzwald,NN,98518
Stempel,NN,98376
Fremdsprache,NN,98328
Klischee,NN,98282
Furcht,NN,98237
Relevanz,NN,98225
danken,VVINF,98225
Assistent,NN,98176
klingen,VVINF,98174
Sir,NN,98116
Ökonomie,NN,98116
Spot,NN,98103
Prämie,NN,98046
Nadel,NN,97904
Applaus,NN,97896
Schüssel,NN,97756
Insolvenz,NN,97709
Korb,NN,97700
Hülle,NN,97650
Balken,NN,97573
kommentieren,VVINF,97569
Hauch,NN,97493
fertig,PTKVZ,97440
wehren,VVINF,97240
Aroma,NN,96972
Fresse,NN,96865
optimieren,VVINF,96859
gleich,PTKVZ,96857
enden,VVINF,96853
Security,NN,96807
schlank,ADJA,96782
Nuss,NN,96779
